id,price
2525,55
2623,109
3109,85
4886,69
4890,179
5317,209
5396,105
7396,65
7397,114
8291,151
9279,55
9342,340
10010,115
10267,80
10270,85
10459,65
10588,75
10710,98
10808,110
10917,170
11170,70
11213,157
11214,76
11265,120
11610,75
11798,110
11848,80
12112,65
12268,60
12970,60
13203,750
14011,89
14332,65
14399,99
14757,75
14845,105
14897,130
14941,65
15293,98
15383,149
15571,70
16451,128
16452,85
16457,60
16469,69
16544,120
17066,40
17087,44
17283,110
17287,100
17303,64
17372,54
17492,88
17592,108
17719,141
17918,110
17919,60
17994,199
18965,151
19029,69
19150,80
19243,65
19260,99
19306,108
19666,60
20176,135
20823,120
21004,190
21167,60
21194,85
21240,95
21264,85
21282,59
21419,104
21421,85
21860,65
21977,78
22321,140
22384,85
22979,70
23107,120
23255,89
23441,70
23568,64
23696,100
24436,90
24545,180
24804,120
25448,145
25819,190
26084,70
26278,70
26562,120
26567,27
26754,60
26774,110
26827,80
27008,50
27288,100
27415,128
28121,55
28648,62
28829,55
28988,95
29108,80
29124,130
29134,120
29520,78
29713,50
29853,99
30459,160
30616,150
30910,100
30969,175
31081,115
31115,77
31435,80
31486,80
31659,110
31860,90
31915,79
31954,80
32082,140
32325,90
32628,100
32812,189
32883,60
33114,88
33210,99
33341,80
33352,175
33475,150
33477,170
33490,170
33545,75
33814,130
33993,120
34059,70
34285,45
34303,75
34453,60
34492,60
35065,142
35533,120
35697,120
35752,60
36116,100
36267,110
36386,75
36490,32
36689,47
36868,149
37010,139
37801,138
37910,43
38303,45
38487,75
38546,40
38871,125
38978,55
39466,175
39473,75
39651,57
39666,950
39716,140
39948,85
40166,98
40174,119
40506,45
40624,50
40716,70
40775,70
40899,75
40958,120
41077,95
41169,35
41213,139
41745,260
41855,65
41916,95
42348,85
42698,150
42923,88
42938,99
44130,165
44700,142
45175,63
45630,32
45661,135
45967,112
45993,149
46339,125
46666,48
46993,170
47155,120
47165,140
48498,178
48584,168
48592,220
50097,53
50111,110
50297,125
50677,130
51662,110
51767,55
52550,175
53036,93
53074,80
53337,120
53353,140
53567,48
53613,70
53923,125
54377,65
54380,69
54809,99
54957,145
54958,55
55071,130
55239,350
55348,130
55566,129
56176,55
56662,140
56903,75
57207,31
57493,62
57830,61
57848,83
58099,150
58228,130
59006,50
59040,145
59058,100
59182,72
59538,85
59959,90
59970,100
59978,140
60165,75
60343,70
60590,65
60868,113
61016,175
61259,92
61361,123
61453,95
61459,80
62266,90
62622,270
63524,75
63873,260
63881,130
64117,125
64468,230
64472,70
64482,43
64790,65
64934,28
65015,149
65029,159
65412,75
65903,70
65916,75
66265,100
66377,95
66422,110
67515,85
67948,99
68215,60
68414,225
68557,60
68705,67
68905,99
69114,119
69370,130
69588,104
70586,129
70858,80
71386,95
71495,49
71606,87
71620,76
72427,70
72739,120
72783,130
72787,220
72895,80
73128,139
73433,140
73458,27
73487,80
73503,90
73533,110
73927,118
74561,110
74568,75
74689,169
75708,40
75709,95
75922,300
75928,79
76348,28
76400,90
77114,65
77186,70
77198,120
77384,135
77482,400
77600,135
77944,95
78183,Entire home/apt
78366,100
78562,107
78822,140
79084,35
79108,35
79688,85
79736,60
80130,100
80260,70
80301,69
80327,50
80491,90
80641,75
80873,85
81033,99
81106,75
81453,60
81615,70
82187,67
83365,120
84229,60
84555,125
84820,79
85145,120
85656,119
85725,120
86053,115
86525,55
87481,155
87732,120
88357,49
89040,80
89058,95
89121,100
89360,55
89905,80
91139,95
91324,60
92469,80
93287,129
93408,130
93465,65
94134,70
94270,140
94573,76
94582,80
95010,35
95915,80
95981,45
96190,45
96208,45
97198,139
97286,110
97707,70
97833,90
98322,160
98918,140
99861,125
99992,95
100858,237
101682,50
102145,120
102841,65
103036,100
103919,98
104027,100
104705,399
105210,130
105409,150
106268,75
106738,99
106791,60
107038,85
108201,280
108591,399
108603,47
109161,120
109281,80
109385,70
110322,160
111243,75
111270,110
111292,80
111656,35
111672,110
112380,90
113011,45
113114,40
113572,75
114858,74
115655,130
116972,84
117964,95
118120,285
118149,50
118200,45
118731,35
119480,130
119615,44
120430,145
120494,72
121893,130
122179,100
122210,85
122222,65
123451,150
125618,75
125686,49
125704,50
128423,80
128472,90
128796,88
130271,100
130282,70
130420,175
131436,130
131487,130
131865,60
132471,110
132533,38
132571,69
132994,90
133562,280
133710,146
135253,109
136656,500
136687,90
136836,90
136872,140
137112,60
137857,40
138038,80
138299,70
138548,85
139074,100
139129,75
139889,150
140015,95
140211,50
140355,65
140821,77
142084,60
142507,50
143356,60
144368,138
144559,140
146013,40
146390,72
146638,100
147375,150
148113,22
148243,115
148255,68
148360,59
148391,140
148392,95
148675,75
148830,70
148876,100
148885,83
148970,69
149251,120
149534,290
149630,75
149674,100
149684,69
149730,79
149766,67
149959,100
150247,375
150800,68
150937,350
151020,97
151393,90
151898,70
151935,95
153031,150
153190,140
153674,80
154230,60
154602,210
154984,68
155072,68
155540,70
155679,65
155881,130
156071,200
156309,80
156649,89
156695,59
156789,94
156929,100
157051,100
157240,55
157524,235
157826,70
158027,38
158818,65
158853,103
159077,49
159182,117
159191,299
160220,65
161459,65
161668,125
161703,94
161979,60
162131,150
162146,135
162163,59
162670,170
163098,40
163181,60
163384,68
163532,145
163655,100
163732,54
164255,77
164555,125
164608,95
164762,250
165368,95
165409,85
165701,75
165712,100
166270,130
166370,95
166696,350
167867,300
167939,60
167998,183
168582,140
168623,75
168652,65
168695,43
168757,130
168978,76
169050,54
169500,96
169703,90
169751,90
169823,255
169844,59
169955,500
169975,80
170327,48
170670,46
171159,60
171658,70
171762,100
171765,86
171964,70
172003,85
172026,75
172686,109
173294,60
173592,50
173734,82
173942,75
174048,60
174502,68
174629,130
175338,150
175422,65
176424,50
177458,99
177719,80
177838,150
178188,55
178214,123
179604,79
179757,54
179817,98
179872,45
179935,87
180331,110
180348,97
180384,110
180532,150
180573,90
180582,120
180591,120
180627,300
180948,40
180950,59
181044,49
181249,89
181640,99
181658,130
181759,155
181862,120
182364,40
182744,130
182830,69
183059,90
183168,60
183599,300
183913,140
183976,115
183990,126
184002,45
184031,50
184069,42
184138,160
184145,210
184152,115
184351,180
184452,139
184501,78
185399,95
185575,64
185842,65
186672,65
187398,60
187570,150
188478,90
189378,39
189436,180
189589,50
189828,120
190490,75
191205,61
191531,150
192162,76
192311,90
192396,80
192540,55
193547,45
193627,105
193632,95
193810,90
194536,110
194551,95
194598,80
194621,375
194778,50
195451,90
195511,168
195564,50
196624,64
197375,115
197609,132
197763,220
199259,45
200197,120
200845,78
200859,225
200947,70
201114,80
201257,150
201415,51
201629,97
202530,67
202782,85
203116,170
205140,100
206216,50
207816,100
208080,160
209025,185
209638,110
209796,70
210155,110
210695,120
211424,80
212096,100
212330,180
212371,92
212853,129
213667,120
214046,195
214217,199
214239,99
214578,60
214596,50
215540,150
215616,130
215638,90
215756,155
215934,60
216613,90
216759,78
217377,70
217446,77
217450,120
218217,39
218836,183
219081,55
219871,80
220063,75
220219,120
220276,80
220829,135
220922,150
221105,83
221346,90
221367,99
221745,65
221754,120
221762,60
221915,215
222130,106
222369,140
222707,110
224680,59
225523,90
225747,165
226954,155
227001,160
227024,220
229130,120
229351,90
229501,170
229783,67
230036,75
230079,60
230124,65
230588,70
230616,295
230784,90
231442,150
231504,113
231814,80
232237,29
232293,45
232386,60
232539,100
232956,95
233110,178
233288,120
233375,236
233389,230
234247,90
234625,50
234926,85
235292,120
236169,70
236449,100
236530,90
236602,50
236735,121
236801,300
236862,84
236870,285
237428,120
237878,130
238990,55
240019,74
240105,80
240416,79
240434,96
240930,75
240938,55
241414,75
241555,95
241636,180
241770,120
242456,180
242486,90
243040,125
243174,75
243245,49
243961,105
244344,179
244603,99
244858,50
245027,73
245715,143
245905,87
246047,145
246510,99
246715,120
246736,110
247283,99
247728,80
247764,80
248078,40
248251,75
248313,80
248575,63
248869,100
248983,120
249520,88
249644,55
250234,85
251429,65
251574,223
251644,100
251710,53
251789,39
251946,45
252095,98
252525,60
253105,80
253409,120
253796,50
253877,50
254042,105
254063,85
254094,180
254467,95
254473,110
254518,40
254779,220
255338,89
255439,65
255460,70
255562,75
255760,260
255788,80
255950,240
255958,105
256272,45
256376,95
256754,100
256758,150
256909,85
258110,40
258321,92
258601,45
259230,70
259281,141
259630,70
259640,120
259807,150
260202,84
260448,69
260717,49
260766,200
261211,125
261711,59
261875,120
262249,79
262380,180
262455,175
262485,65
262557,65
262925,40
263020,120
263044,110
263237,170
263326,80
263333,59
263389,105
263784,76
264167,170
265373,130
265648,62
265808,120
266292,150
266310,59
266374,140
266484,55
266648,140
266693,63
266700,69
266725,115
266812,50
266838,72
267366,59
267755,110
267802,89
267982,250
268072,65
268302,60
269577,155
270067,600
270177,50
270928,100
271265,130
271282,129
271385,109
271750,278
271794,129
271824,150
271825,120
271868,90
271873,90
272269,150
272351,120
272495,85
272682,145
272927,100
273004,75
273195,75
273992,74
274137,37
274172,140
274271,72
274576,50
274590,375
274731,150
274848,85
274877,130
275219,82
275549,90
275637,95
275645,67
275797,125
275877,79
276783,120
276955,135
277077,88
277544,50
277555,55
277915,190
277939,35
278472,250
278815,200
279246,95
280075,120
280934,80
280935,125
281221,134
281323,39
281357,65
281405,57
281965,43
282008,220
282817,95
283590,130
283685,205
284315,69
284476,160
284876,80
285013,120
285108,57
285121,199
285137,38
285262,75
285786,129
286005,175
286317,99
286602,240
287037,39
287223,300
287674,89
287690,100
287901,67
287932,92
287964,85
288141,80
288170,50
288351,150
288438,30
288548,90
288553,90
288556,90
288559,95
289021,95
289494,75
289572,66
289647,130
289892,62
290633,50
290670,100
290756,90
290833,60
291235,60
291272,160
292770,60
293214,101
293805,39
294590,89
294645,209
294646,199
294771,86
295130,90
295523,49
296142,600
296467,30
296481,85
297014,72
297095,85
297496,45
297658,200
297782,90
298423,125
298548,125
298609,126
298695,56
298893,60
299328,90
300221,45
300243,70
300433,51
300515,34
300689,60
300715,89
301197,460
301233,150
301397,110
301691,99
302194,89
302419,80
302573,70
302727,70
303078,82
303168,60
303699,95
303726,90
304231,67
304920,75
305178,57
305559,80
306014,95
306538,70
306624,82
306652,50
306815,145
307100,70
308032,55
308161,90
308458,185
308572,135
309092,115
309461,98
309934,250
310201,166
310280,90
310942,95
311499,60
311573,180
311659,35
312028,80
312187,88
312283,187
312437,115
312934,110
312937,69
313180,65
313861,85
314288,80
314294,85
314541,69
314588,100
314628,72
314903,150
315607,130
315665,109
316900,65
317624,60
317690,140
317715,120
318900,560
319991,40
320383,86
320698,200
321300,72
321624,79
321897,110
322244,80
322505,66
322539,55
322719,340
322881,150
323257,155
323270,190
323292,179
323309,110
323470,138
323813,60
324199,95
325113,249
325119,49
325263,80
325333,200
325880,187
326189,90
327712,300
328271,190
328570,105
328695,100
328697,130
328847,55
328963,95
330030,125
331235,100
331252,75
331312,120
331987,150
332131,70
332253,115
334265,60
334304,39
334540,135
335016,90
335064,45
335094,160
335288,39
335306,50
335445,145
335519,83
335541,120
335647,98
336443,100
336528,100
336636,110
336715,80
336904,65
338026,140
338438,185
338811,65
339613,440
339752,150
340001,240
340351,120
340924,50
340986,180
341124,69
341130,140
341597,42
342532,130
342549,90
342902,85
342918,60
342934,57
343607,95
343648,83
343721,350
343862,188
344230,100
344258,50
344366,100
344390,64
344726,70
344964,160
345271,57
345341,70
345847,60
345903,120
346174,77
346619,78
347350,40
347408,120
347470,60
347698,99
347730,49
347851,100
347904,90
348037,190
348577,85
348747,260
349296,125
349335,180
349420,160
349979,82
350092,70
350426,69
350433,159
350464,55
350571,90
350883,240
351101,95
351291,80
351417,150
352251,210
352764,90
352851,160
353608,70
353940,280
354060,55
354285,79
354929,95
356213,90
357349,103
357820,110
358085,110
358153,113
358400,52
358440,90
359047,125
359345,78
360470,45
361133,130
361492,140
361529,93
362106,80
362373,140
363239,59
363593,35
364567,59
364650,190
364761,44
365040,70
365205,130
365970,200
366110,50
366293,100
366754,95
367289,40
367538,57
367809,75
368573,500
369378,120
369592,55
369839,129
369888,135
370700,70
370970,50
371299,155
371390,89
371716,180
372978,98
373070,102
374015,85
374143,260
374935,109
375058,110
375388,146
375738,80
376034,110
376265,110
376336,131
377248,90
378001,280
378685,55
378981,93
380162,65
380286,170
380335,80
381421,65
381803,50
383115,42
383550,50
383975,110
383990,78
384802,55
384990,98
385498,65
386125,80
386126,75
386220,90
387467,50
387511,105
387567,80
390984,140
391189,60
392431,120
392918,129
393434,95
393562,90
393722,99
393837,200
393975,98
394684,40
395069,33
395110,60
395380,139
395585,165
396058,140
396341,60
396355,110
396830,120
396847,140
396852,56
397219,42
397652,250
397673,120
397755,129
397871,95
398949,160
399126,119
400165,80
400166,275
400168,60
400533,105
400709,300
401211,200
401282,172
401305,84
401344,149
401468,45
401623,100
401750,75
401887,148
402516,200
402678,99
403522,95
404141,62
404165,139
404374,175
404530,115
404676,60
404717,130
405212,100
405223,65
405225,200
405672,75
406726,400
406852,300
406891,29
406902,100
407501,40
407502,55
407716,120
408064,75
408145,60
408271,130
408770,100
408928,105
409039,85
409112,60
409638,175
409939,90
410242,275
410963,65
410969,70
411179,65
411243,40
411285,120
411316,130
411791,99
411823,70
411911,75
412350,50
412379,60
412485,750
412806,79
412997,180
413487,115
413511,57
413674,85
414097,90
414390,100
414559,150
414597,45
414733,44
415012,60
415041,130
415172,75
415676,105
415908,90
415946,68
416014,139
416092,140
416129,135
416158,69
416478,68
417265,80
417381,150
417445,88
417661,85
418444,62
418557,38
418716,80
418797,99
419075,68
419689,89
419690,64
419721,78
419757,90
419758,125
419801,109
419840,170
420134,109
420164,120
420597,70
420623,120
420725,100
420752,100
420805,140
420981,220
422107,70
422295,95
422340,60
422484,85
422487,56
422821,65
422901,40
423502,290
423770,170
424100,110
424668,65
424737,95
425195,60
425499,150
425908,55
427110,175
427199,38
427220,110
427299,80
427360,130
427512,50
427556,80
427791,70
427880,75
429146,60
429194,129
429264,170
429331,105
429376,150
429442,30
429906,160
430496,38
431201,50
431420,55
431805,120
432550,99
432769,75
432800,50
432812,160
432843,42
433276,45
433537,130
433659,150
434622,59
434678,74
436281,64
436348,160
436362,32
436547,80
436674,66
436955,70
437010,60
437586,84
438402,44
439923,50
440257,65
440390,52
440399,70
440417,97
440466,70
440509,120
440828,63
440849,95
440959,84
441695,160
441706,49
441753,90
441796,95
441858,98
441972,37
442144,85
443421,140
443598,30
444157,65
444834,70
445090,80
445172,77
445247,120
445253,80
445774,90
446057,65
446536,90
446727,59
447208,110
447516,80
448616,130
448670,80
448894,50
449093,150
449160,80
449296,53
449600,75
450134,80
450386,69
450398,185
450684,43
450953,49
451146,65
451171,150
451293,330
451401,84
451585,170
451616,45
451629,110
452481,60
452822,110
453057,156
453091,65
453168,159
453623,135
453671,35
453714,140
454648,82
455235,125
455417,90
455449,130
455592,90
455620,50
455974,59
456179,150
456713,50
456913,109
457096,75
457208,350
457261,115
457400,102
457440,60
457505,85
457978,90
458673,115
458807,60
458986,92
459169,45
459184,135
459755,49
459936,250
459950,100
460294,65
460301,280
460452,50
460692,100
461018,86
461380,105
461860,80
461906,150
462307,100
462473,95
463200,75
463344,65
463647,90
463726,320
464925,70
465014,60
465449,150
465660,150
466010,60
466434,129
466905,290
467140,99
467630,98
467782,41
468225,55
468289,59
468471,70
469038,312
469203,100
469287,49
469712,125
470361,200
470446,44
471193,72
471289,120
471659,58
473221,75
473503,350
473554,75
474612,220
474618,170
474684,80
474725,320
474883,195
475324,299
475325,80
475928,30
476307,140
476468,90
476515,170
476531,65
476708,46
476716,90
477031,166
477533,150
477534,87
477650,85
477766,210
478025,140
478097,69
478734,48
478737,110
479125,65
479634,80
479663,320
479926,105
480074,49
480084,98
480274,60
480416,149
480461,80
480808,50
481228,52
481306,130
481839,199
481944,10
481973,35
482419,65
482450,80
482551,65
483584,180
483819,60
483921,65
483934,169
483941,80
484126,150
484244,73
484315,100
484504,77
484629,295
485024,60
485465,130
485591,89
486114,600
486542,120
486547,80
487228,39
487587,89
487806,63
488499,280
488543,148
488687,89
488861,80
488911,74
488992,80
489136,70
489419,120
489497,230
489822,80
489868,68
489914,85
490298,110
490516,72
490554,115
490573,80
490817,129
490820,70
491037,74
491162,170
491306,38
491512,56
491915,80
492402,150
492842,65
493013,60
493608,75
493844,70
494621,81
494627,90
494642,45
494669,80
495108,75
495703,240
495830,110
495927,85
495949,70
496431,65
496821,60
497209,60
497303,90
497601,48
497626,90
497695,90
497821,110
498372,80
498449,50
498891,95
499206,39
500077,55
500114,95
500580,100
500676,49
501527,100
502895,195
503231,120
503376,90
503515,75
503569,35
504207,70
504755,200
504870,85
504933,34
504935,70
504964,135
505230,45
505279,60
505425,80
505573,190
505610,75
505963,100
506020,37
506135,50
506352,110
506715,99
506936,69
506938,120
507025,41
507193,47
507225,79
507255,85
507420,89
507822,220
508163,140
508292,120
508365,75
508828,80
508847,190
508850,80
509188,80
509344,85
509357,60
509428,100
510333,75
510375,130
510741,65
510769,60
510983,39
511035,114
511221,498
511383,95
511973,100
512163,87
512628,385
512717,55
512948,35
513384,55
513757,140
514108,150
514324,45
514384,35
514402,100
514412,58
514562,90
514631,100
514673,110
514707,65
514815,48
514870,109
514964,119
515032,35
515111,155
515741,130
516404,60
516847,150
516990,85
516993,168
517121,69
517137,85
517939,90
518045,165
518231,160
518585,130
518650,65
518742,125
519164,115
519525,50
519697,60
519885,29
519976,180
520342,135
521080,45
521648,80
521752,180
521773,130
521986,140
522392,90
522435,72
522864,150
523446,65
523554,60
524067,93
524696,78
524896,55
524924,50
525113,100
525128,150
525594,80
525668,82
525794,40
526368,105
526632,190
526719,104
526920,50
527135,92
527267,200
528039,90
528088,150
528120,140
528263,90
528367,53
528444,150
528546,121
528628,99
528683,50
528685,111
529071,120
529463,90
529549,97
529578,90
529596,65
529825,43
529889,155
529891,99
530091,129
530246,135
530288,140
530318,140
530324,140
530410,89
530736,99
530942,240
531102,76
531319,75
531446,44
531577,95
